20	0	4	0.3441739580241726	-9.488273967506146	 0.04826
20	0	5	0.34416665377472366	-9.48810544448534	 0.01810
20	0	6	0.3441664720896175	-9.488107408854724	 0.01873
20	0	7	0.3441666556383446	-9.488112779599025	 0.01952
20	0	8	0.3441666648894812	-9.488113087390623	 0.01865
20	20	3	0.34107269185772526	-9.362430297019218	 0.01998
20	20	4	0.34104938451509337	-9.361380660002261	 0.02074
20	20	5	0.34104038486746585	-9.36115270092415	 0.01883
20	20	6	0.3410399098828303	-9.361144153316454	 0.01903
20	20	7	0.3410400976549688	-9.361149795210189	 0.02084
20	20	8	0.3410401064831884	-9.361150087915423	 0.01825
20	40	3	0.3367450144957182	-9.197061998542551	 0.01768
20	40	4	0.3366453646823969	-9.19368173756607	 0.01837
20	40	5	0.3366409733374911	-9.193598839050146	 0.04564
20	40	6	0.33664003376776985	-9.193575931809965	 0.01652
20	40	7	0.3366401998585861	-9.193580938019542	 0.03124
20	40	8	0.3366402134038533	-9.193581386721748	 0.01967
20	60	3	0.3024912254008636	-8.06521571376188	 0.01755
20	60	4	0.30263084386974043	-8.069634894245318	 0.01726
20	60	5	0.3026196464205948	-8.06934461919041	 0.01923
20	60	6	0.3026193112122606	-8.069339520969637	 0.01785
20	60	7	0.3026194988405084	-8.069345081682638	 0.01786
20	60	8	0.3026195070329114	-8.069345366373835	 0.01703
20	80	3	0.2958964070987674	-7.841010777881358	 0.01935
20	80	4	0.2961201413842968	-7.84817907757974	 0.01947
20	80	5	0.29611112419469454	-7.847945729807986	 0.04241
20	80	6	0.29611089024164605	-7.847943426534849	 0.01798
20	80	7	0.2961110902435351	-7.847949306129523	 0.01842
20	80	8	0.296111089459957	-7.847949289886514	 0.01902
40	0	3	0.3066745881285089	-8.21432725050151	 0.05312
40	0	4	0.30684837942795923	-8.220171756014233	 0.02103
40	0	5	0.30684690323836294	-8.220061832832243	 0.02339
40	0	6	0.30684777515476996	-8.22008649475646	 0.02276
40	0	7	0.30684789003692614	-8.220089851009504	 0.02448
40	0	8	0.30684787507969646	-8.220089466347885	 0.02352
40	20	3	0.30732738625873957	-8.20978662246475	 0.02031
40	20	4	0.30747852516910423	-8.21481987709479	 0.02368
40	20	5	0.3074747064709634	-8.2146343397646	 0.02223
40	20	6	0.30747548163618654	-8.21465539402277	 0.02780
40	20	7	0.3074755907792105	-8.214658520900716	 0.03279
40	20	8	0.30747557206721243	-8.214658015586899	 0.02451
40	40	3	0.324542573743939	-8.75569136689532	 0.01963
40	40	4	0.32476621939654116	-8.763069386093129	 0.02275
40	40	5	0.3247622694761718	-8.762879062377865	 0.02066
40	40	6	0.3247629319328371	-8.76289727329514	 0.02076
40	40	7	0.3247629985813383	-8.762899075022887	 0.02058
40	40	8	0.32476297891173256	-8.762898544743976	 0.02071
40	60	3	0.29831334736622983	-7.988882802297294	 0.01971
40	60	4	0.29851599672618445	-7.995586658894132	 0.02174
40	60	5	0.2985138670017607	-7.9954617728840285	 0.02060
40	60	6	0.2985150711286392	-7.9954966242636685	 0.02237
40	60	7	0.2985152199223347	-7.995500781311074	 0.01914
40	60	8	0.2985151999091899	-7.9955002700320374	 0.01951
40	80	3	0.28806073766616536	-7.537534730059427	 0.02003
40	80	4	0.2881762151046384	-7.54163229281506	 0.05297
40	80	5	0.28817764060441226	-7.541620009264735	 0.02832
40	80	6	0.2881788561422301	-7.541655391881384	 0.01945
40	80	7	0.28817898203489456	-7.541658944566576	 0.01903
40	80	8	0.28817896088099976	-7.541658351282718	 0.01865
60	0	3	0.3930219289176283	-10.491115437470405	 0.03881
60	0	4	0.39310805215282774	-10.493378979202953	 0.02250
60	0	5	0.3931394038752305	-10.49425195107538	 0.02664
60	0	6	0.3931424698678537	-10.494336521552142	 0.03782
60	0	7	0.3931426045038271	-10.494340229735625	 0.02343
60	0	8	0.39314262390963806	-10.49434074542803	 0.02696
60	20	3	0.393891384079349	-10.529922087401083	 0.02446
60	20	4	0.39445993427694115	-10.546972453145067	 0.02359
60	20	5	0.3944894872927711	-10.547799375394145	 0.02409
60	20	6	0.3944922990975111	-10.547878305043207	 0.02551
60	20	7	0.3944924346344311	-10.547881892712052	 0.02290
60	20	8	0.39449245301560476	-10.547882375176412	 0.03127
60	40	3	0.39445105085496207	-10.563204712406844	 0.02287
60	40	4	0.3945678508419609	-10.56640283864514	 0.02526
60	40	5	0.3945951747081021	-10.567153480091136	 0.02342
60	40	6	0.3945978505821094	-10.567228473343409	 0.02250
60	40	7	0.39459799331846235	-10.567232364414652	 0.02330
60	40	8	0.39459801493165686	-10.567232927609329	 0.02335
60	60	3	0.34550561275149644	-9.169857821713734	 0.02469
60	60	4	0.3456114933998323	-9.172800948073185	 0.02572
60	60	5	0.3456378514761086	-9.173528732468935	 0.02571
60	60	6	0.3456391230547301	-9.173562822410766	 0.02609
60	60	7	0.34563921382163076	-9.173565065338817	 0.02581
60	60	8	0.34563923025271326	-9.173565490606695	 0.02359
60	80	3	0.31406740970619895	-8.305528681397675	 0.02293
60	80	4	0.31416313555438946	-8.308235120851714	 0.02683
60	80	5	0.3141773487244517	-8.308631519052108	 0.02303
60	80	6	0.31417903305465233	-8.308678173537903	 0.02335
60	80	7	0.3141790922737864	-8.308679429522797	 0.02616
60	80	8	0.314179099632031	-8.308679596342937	 0.02901
80	0	3	0.353042818953618	-9.562082624424939	 0.04054
80	0	4	0.3533446941084163	-9.571325313875526	 0.03607
80	0	5	0.3533633755633634	-9.571840417519121	 0.03470
80	0	6	0.3533662055050232	-9.571924925513066	 0.04334
80	0	7	0.35336563471487403	-9.57190758570967	 0.03540
80	0	8	0.3533656056694735	-9.57190682949708	 0.03983
80	20	3	0.35067277705726096	-9.496196396812394	 0.04119
80	20	4	0.35098861541266924	-9.505714437478598	 0.03537
80	20	5	0.3510077373297704	-9.506253056878847	 0.05012
80	20	6	0.35101085959201705	-9.506346484357158	 0.04522
80	20	7	0.35101032106779373	-9.506330037852054	 0.04071
80	20	8	0.35101029932444866	-9.506329483243853	 0.05725
80	40	3	0.3440452943402529	-9.259164944589045	 0.03788
80	40	4	0.344358233987337	-9.268583402390226	 0.04777
80	40	5	0.34438408748964144	-9.269326616621143	 0.03498
80	40	6	0.34438688249717897	-9.269409807368085	 0.03446
80	40	7	0.34438637560256685	-9.269394259899862	 0.05193
80	40	8	0.3443863542684451	-9.269393717107759	 0.03702
80	60	3	0.3566133364490002	-9.64946563131264	 0.03498
80	60	4	0.35690749308287906	-9.658411122513982	 0.03671
80	60	5	0.35693583812681473	-9.659224144155964	 0.06595
80	60	6	0.35693944731687444	-9.659332371240472	 0.04377
80	60	7	0.35693895227601047	-9.659317177173879	 0.03437
80	60	8	0.35693892770798546	-9.659316515763043	 0.05271
80	80	3	0.334695099989661	-8.972143713582621	 0.04674
80	80	4	0.3348800805531835	-8.978341618706267	 0.03526
80	80	5	0.33490386696062846	-8.979011020426586	 0.03531
80	80	6	0.3349069245219449	-8.979101549021706	 0.03437
80	80	7	0.33490645520068485	-8.979087147108023	 0.03680
80	80	8	0.3349064260413978	-8.979086341128571	 0.03911
100	0	3	0.3519406944190405	-9.63527412509741	 0.05444
100	0	4	0.3521206034402091	-9.641710941172622	 0.04652
100	0	5	0.35213959625199537	-9.642282557115982	 0.05833
100	0	6	0.3521391603515612	-9.642270225562381	 0.04305
100	0	7	0.35213895007683005	-9.642263467821579	 0.04304
100	0	8	0.3521389751944922	-9.64226412352124	 0.04622
100	20	3	0.35083142631593056	-9.562946056210349	 0.04929
100	20	4	0.3507306528093842	-9.560186116137166	 0.05520
100	20	5	0.35074555216082615	-9.560668154915515	 0.07802
100	20	6	0.3507454641916301	-9.560663605692724	 0.04146
100	20	7	0.35074526195126465	-9.5606571675996	 0.04829
100	20	8	0.35074528537889926	-9.560657799892748	 0.04505
100	40	3	0.32244674519082955	-8.689337382749807	 0.04780
100	40	4	0.32346385364238167	-8.720024716684192	 0.04420
100	40	5	0.3234811145050067	-8.720562271820278	 0.07421
100	40	6	0.323481129278267	-8.72056046014293	 0.04614
100	40	7	0.32348097507344753	-8.720555472766673	 0.04450
100	40	8	0.32348098646099577	-8.720555770499791	 0.04425
100	60	3	0.29968669868377895	-8.05000979907079	 0.04420
100	60	4	0.3024991081099477	-8.133833918952813	 0.04838
100	60	5	0.30045968291201985	-8.064577280001146	 0.04504
100	60	6	0.300460201841239	-8.064592387885305	 0.04340
100	60	7	0.3004600137978857	-8.064586232390313	 0.04869
100	60	8	0.300460025092924	-8.064586519616828	 0.05173
100	80	3	0.28793332149477957	-7.577166587590622	 0.05270
