p1,p2
-0.17054988315151817,0.0
0.18577242372587477,0.0
-0.0570837436489679,0.0
-0.06066319112354612,0.0
0.1968231407441059,0.0
-0.005402314667627139,0.0
-0.18638198491289953,0.0
0.02000760341663571,0.0
-0.16385721278502657,0.0
0.15176012929264787,0.0
0.12913061904810602,0.0
0.11865491067290501,0.0
-0.14815508510665873,0.0
0.10998826340895346,0.0
-0.030727521056731988,0.0
-0.07610742015937527,0.0
0.05616688715655849,0.0
0.046112695856980496,0.0
-0.0716235755762018,0.0
0.11398000081954612,0.0
0.04328186963913411,0.0
0.1700266531458337,0.0
-0.06581522824004868,0.0
0.15565751009542467,0.0
0.1632381640467674,0.0
0.16635613981868635,0.0
-0.02409817210259868,0.0
-0.1331769307532386,0.0
-0.12368895011698805,0.0
0.12087468216154323,0.0
0.06089573866684167,0.0
-0.09630575036973606,0.0
0.0013822920609566636,0.0
-0.047195967391080285,0.0
0.1447379744299533,0.0
-0.11673025338953497,0.0
0.012104101119733063,0.0
0.18336608554227718,0.0
0.17204518638724153,0.0
-0.12906981949813542,0.0
0.00476398271822559,0.0
0.053417359250439445,0.0
-0.18834135190984697,0.0
0.033627056901362945,0.0
0.10089069739291034,0.0
0.07644905704569716,0.0
-0.1277298710515723,0.0
-0.17758914527522235,0.0
-0.19509664600956955,0.0
0.0716798230696628,0.0
0.01854940845173897,0.0
-0.17406663597000838,0.0
0.0517344100382669,0.0
-0.09286024065573183,0.0
0.02599994321963367,0.0
0.13879635328643808,0.0
0.1334085088385623,0.0
-0.10152817466813129,0.0
-0.01037405518990081,0.0
0.030142365035172786,0.0
0.08092731735034919,0.0
-0.09032485903761156,0.0
-0.1540663061382469,0.0
-0.10841293581063612,0.0
-0.19955511512343896,0.0
0.15928874943176569,0.0
-0.041691779382804356,0.0
0.009719027119365009,0.0
-0.18092794668298087,0.0
0.19579648062623273,0.0
-0.13938667930258725,0.0
-0.08323681928598065,0.0
-0.08742605649785672,0.0
0.09546628791376482,0.0
-0.14750925271422388,0.0
0.1404560588309658,0.0
0.10700107118028407,0.0
-0.1125574736258016,0.0
-0.02378354466619162,0.0
-0.15816894899500922,0.0
0.12633829721358442,0.0
0.08706233962894311,0.0
-0.07524140866791168,0.0
0.08800102488800132,0.0
-0.015240492832248487,0.0
-0.16414606160309625,0.0
-0.10432486949406578,0.0
0.09688598494143175,0.0
-0.039398246850591095,0.0
-0.048822586161382936,0.0
-0.1432484109698555,0.0
0.1781746637897499,0.0
0.19071510345114523,0.0
-0.0014756981486263865,0.0
0.06720072829038953,0.0
-0.03226887484059873,0.0
-0.019710921278921184,0.0
-0.055121125483006655,0.0
0.07449504428596215,0.0
0.03784864204902161,0.0
